,International Terrorist Watch List,National Terrorist Watch List,National Law Enforcement,Local Law Enforcement,IRS or other Federal Finance Company,Face Match with Picture DB,Cash Payment Same Day,Immediate Family,Extented Family,Place of Worship,WatchList,Biometrics,Ticket Purchase,Link Analysis,Total
86527,1,1,0,0,1,0,0,0,0,0,90.5418,0,0,0,40.74381
7812,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
12907,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
15660,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
17212,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
23002,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
28194,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
31612,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
33628,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
34626,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
43474,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
44153,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
47754,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
49384,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
52795,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
54467,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
54536,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
55640,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
61055,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
67918,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
70423,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
70608,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
74658,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
76861,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
78579,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
81201,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
87613,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
92605,0,1,0,1,0,0,0,0,1,0,72,0,0,40,40.4
746,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
1024,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
1702,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
1745,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
1783,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
2253,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
2439,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
2919,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
3017,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
3318,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
3505,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
4583,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
4698,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
4822,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
5057,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
5606,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
6114,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
7414,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
8862,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
9295,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
9556,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
9651,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
10485,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
11042,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
11397,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
11463,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
11787,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
12336,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
13021,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
13587,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
13631,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
13938,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
14551,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
14732,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
14940,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
15362,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
15978,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
16393,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
16814,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
17167,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
17550,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
17767,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
18935,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19099,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19104,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19226,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19388,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19443,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19565,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
19971,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
20053,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
20104,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
20208,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
20335,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
20835,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
21149,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
21571,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
21680,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
21848,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22024,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22150,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22230,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22399,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22407,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22454,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22519,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
22540,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
23562,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
24326,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
24586,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
24704,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
25335,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
25696,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
26164,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
26675,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
26697,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
26774,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
26975,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
27878,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
27917,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
28882,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
29254,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
29335,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
29635,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
29947,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
30333,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
31173,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
32142,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
32659,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
32723,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
32780,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
33411,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
33544,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
33545,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
33637,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
34040,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
34345,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
34486,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
35320,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
35600,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
35636,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
36226,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
36916,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
38567,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
38796,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
39201,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
39567,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
39578,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
39816,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
39914,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
40359,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
40710,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
40923,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
41529,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
41830,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
42331,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
42339,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
42562,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
42758,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
42917,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
43121,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
43749,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
44182,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
44677,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
45453,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
45514,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
45679,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
46058,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
46596,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
46772,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
46781,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
47128,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
47307,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
48103,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
48367,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
49863,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
50167,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
50529,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
50841,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
50979,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
51035,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
51062,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
51759,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
52608,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
53086,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
54405,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
54681,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
54967,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
55595,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
55759,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
56249,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
56728,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
57061,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
57352,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
57403,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
58868,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
59086,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
59195,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
59484,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
59901,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
60212,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
60451,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
60510,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
60929,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
61757,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
62310,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
62420,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
62511,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
63793,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
63831,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
63912,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
63979,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
64188,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
64393,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
64941,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
65315,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
65467,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
65507,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
65775,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
65902,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
66126,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
66322,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
66594,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
66931,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
67116,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
67488,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
67527,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
67592,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
68412,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
69293,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
69965,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
70314,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
71008,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
71275,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
72096,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
72921,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
72932,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
73563,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
73593,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
73655,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
73776,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
73932,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
74219,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
74232,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
74859,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
74982,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
75082,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
75770,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
75976,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
76416,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
76430,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
76594,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
77743,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
77832,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
77884,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
78146,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
78729,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
79606,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
79828,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
80029,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
80348,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
80415,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
81203,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
81354,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
81640,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
81897,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
81906,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
81990,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
82187,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
82880,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
82959,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
83424,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
83504,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
83816,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
84566,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
84587,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
84875,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
84884,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
85088,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
85366,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
85997,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
86134,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
86429,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
87318,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
87446,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
87731,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
88245,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
88415,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
89133,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
89803,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
89813,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
89816,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
90665,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
90939,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
91058,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
91420,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
91734,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
91773,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
92377,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
93026,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
93124,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
93979,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
94023,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
94401,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
94561,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
94624,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
95748,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
96016,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
96293,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
96527,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
96539,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
96925,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
97304,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
97362,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
97544,0,0,1,0,1,0,0,1,0,1,54,0,0,80,40.3
97720,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
97761,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
98052,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
98425,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
98481,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
98833,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
98937,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
99495,0,0,1,0,0,0,2,0,0,0,34,0,100,0,40.3
699,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
1971,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
1988,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
2520,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
4417,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
6573,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
6876,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
7583,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
9214,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
10697,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
12708,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
12769,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
12974,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
13502,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
14088,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
14132,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
16351,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
16597,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
17972,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
18870,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
19198,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
20258,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
20359,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
20719,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
20886,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
22929,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
23636,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
25346,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
26184,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
26293,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
26338,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
26691,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
27053,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
27872,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
28847,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
30230,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
34617,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
37730,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
37855,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
39286,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
39644,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
40170,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
40277,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
40978,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
41740,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
42919,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
43343,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
43970,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
44939,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
46580,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
47473,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
48438,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
48577,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
48728,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
49647,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
51148,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
53039,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
53068,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
53939,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
54141,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
55736,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
58046,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
58152,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
60880,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
61993,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
62079,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
65897,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
67058,0,0,0,1,0,0,1,0,1,1,21,0,75,60,40.2
67174,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
69364,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
69587,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
70566,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
71874,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
73777,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
74189,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
75929,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
77409,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
77846,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
77875,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
81922,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
83221,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
83430,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
84182,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
84881,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
85341,0,0,0,1,0,0,1,1,0,0,21,0,75,60,40.2
